project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0268,2026-07-24,Qualified,0.35,2026-03-25,934000
Project 0268,2026-06-24,Qualified,0.35,2026-03-25,934000
Project 0268,2026-05-24,Qualified,0.35,2026-03-25,934000
Project 0268,2026-04-24,Qualified,0.35,2026-03-25,934000
Project 0268,2026-03-24,Qualified,0.35,2026-03-25,934000
Project 0269,2026-08-24,Qualified,0.35,2027-02-15,1924800
Project 0269,2026-07-24,Qualified,0.35,2027-02-15,1924800
Project 0269,2026-06-24,Qualified,0.35,2027-02-15,1924800
Project 0269,2026-05-24,Qualified,0.35,2027-02-15,1924800
Project 0269,2026-04-24,Qualified,0.35,2027-02-15,1924800
Project 0269,2026-03-24,Qualified,0.35,2027-02-15,1924800
Project 0270,2026-08-24,Closed Lost,0.0,2025-12-27,534800
Project 0270,2026-07-24,Closed Lost,0.0,2025-12-27,534800
Project 0270,2026-06-24,Closed Lost,0.0,2025-12-27,534800
Project 0270,2026-05-24,Closed Lost,0.0,2025-12-27,534800
Project 0270,2026-04-24,Closed Lost,0.0,2025-12-27,534800
Project 0270,2026-03-24,Closed Lost,0.0,2025-12-27,534800
Project 0271,2026-08-24,Closed Won,1.0,2025-12-28,75300
Project 0271,2026-07-24,Closed Won,1.0,2025-12-28,75300
Project 0271,2026-06-24,Closed Won,1.0,2025-12-28,75300
Project 0271,2026-05-24,Closed Won,1.0,2025-12-28,75300
Project 0271,2026-04-24,Closed Won,1.0,2025-12-28,75300
Project 0271,2026-03-24,Closed Won,1.0,2025-12-28,75300
Project 0272,2026-08-24,Closed Won,1.0,2026-01-25,1163400
Project 0272,2026-07-24,Closed Won,1.0,2026-01-25,1163400
Project 0272,2026-06-24,Closed Won,1.0,2026-01-25,1163400
Project 0272,2026-05-24,Closed Won,1.0,2026-01-25,1163400
Project 0272,2026-04-24,Closed Won,1.0,2026-01-25,1163400
Project 0272,2026-03-24,Closed Won,1.0,2026-01-25,1163400
Project 0273,2026-08-24,Closed Lost,0.0,2026-10-31,116100
Project 0273,2026-07-24,Closed Lost,0.0,2026-10-31,116100
Project 0273,2026-06-24,Closed Lost,0.0,2026-10-31,116100
Project 0273,2026-05-24,Closed Lost,0.0,2026-10-31,116100
Project 0273,2026-04-24,Closed Lost,0.0,2026-10-31,116100
Project 0273,2026-03-24,Closed Lost,0.0,2026-10-31,116100
Project 0274,2026-08-24,Closed Won,1.0,2026-03-11,514500
Project 0274,2026-07-24,Closed Won,1.0,2026-03-11,514500
Project 0274,2026-06-24,Closed Won,1.0,2026-03-11,514500
Project 0274,2026-05-24,Closed Won,1.0,2026-03-11,514500
Project 0274,2026-04-24,Closed Won,1.0,2026-03-11,514500
Project 0274,2026-03-24,Closed Won,1.0,2026-03-11,514500
Project 0275,2026-08-24,Qualified,0.35,2026-06-27,750600
Project 0275,2026-07-24,Qualified,0.35,2026-06-27,750600
Project 0275,2026-06-24,Qualified,0.35,2026-06-27,750600
Project 0275,2026-05-24,Qualified,0.35,2026-06-27,750600
Project 0275,2026-04-24,Qualified,0.35,2026-06-27,750600
Project 0275,2026-03-24,Qualified,0.35,2026-06-27,750600
Project 0276,2026-08-24,Closed Won,1.0,2025-10-22,626800
Project 0276,2026-07-24,Closed Won,1.0,2025-10-22,626800
Project 0276,2026-06-24,Closed Won,1.0,2025-10-22,626800
Project 0276,2026-05-24,Closed Won,1.0,2025-10-22,626800
Project 0276,2026-04-24,Closed Won,1.0,2025-10-22,626800
Project 0276,2026-03-24,Closed Won,1.0,2025-10-22,626800
Project 0277,2026-08-24,In Delivery,0.75,2025-10-07,1501150
Project 0277,2026-07-24,In Delivery,0.75,2025-10-07,1501150
Project 0277,2026-06-24,In Delivery,0.75,2025-10-07,1501150
Project 0277,2026-05-24,In Delivery,0.75,2025-10-07,1501150
Project 0277,2026-04-24,In Delivery,0.75,2025-10-07,1501150
Project 0277,2026-03-24,In Delivery,0.75,2025-10-07,1501150
Project 0278,2026-08-24,Prospect,0.15,2027-01-13,1286000
Project 0278,2026-07-24,Prospect,0.15,2027-01-13,1286000
Project 0278,2026-06-24,Prospect,0.15,2027-01-13,1286000
Project 0278,2026-05-24,Prospect,0.15,2027-01-13,1286000
Project 0278,2026-04-24,Prospect,0.15,2027-01-13,1286000
Project 0278,2026-03-24,Prospect,0.15,2027-01-13,1286000
Project 0279,2026-08-24,In Delivery,0.75,2027-02-21,206550
Project 0279,2026-07-24,In Delivery,0.75,2027-02-21,206550
Project 0279,2026-06-24,In Delivery,0.75,2027-02-21,206550
Project 0279,2026-05-24,In Delivery,0.75,2027-02-21,206550
Project 0279,2026-04-24,In Delivery,0.75,2027-02-21,206550
Project 0279,2026-03-24,In Delivery,0.75,2027-02-21,206550
Project 0280,2026-08-24,Qualified,0.35,2025-12-05,757500
Project 0280,2026-07-24,Qualified,0.35,2025-12-05,757500
Project 0280,2026-06-24,Qualified,0.35,2025-12-05,757500
Project 0280,2026-05-24,Qualified,0.35,2025-12-05,757500
Project 0280,2026-04-24,Qualified,0.35,2025-12-05,757500
Project 0280,2026-03-24,Qualified,0.35,2025-12-05,757500
Project 0281,2026-08-24,Prospect,0.15,2027-03-29,713300
Project 0281,2026-07-24,Prospect,0.15,2027-03-29,713300
Project 0281,2026-06-24,Prospect,0.15,2027-03-29,713300
Project 0281,2026-05-24,Prospect,0.15,2027-03-29,713300
Project 0281,2026-04-24,Prospect,0.15,2027-03-29,713300
Project 0281,2026-03-24,Prospect,0.15,2027-03-29,713300
Project 0282,2026-08-24,Qualified,0.35,2027-03-06,1616650
Project 0282,2026-07-24,Qualified,0.35,2027-03-06,1616650
Project 0282,2026-06-24,Qualified,0.35,2027-03-06,1616650
Project 0282,2026-05-24,Qualified,0.35,2027-03-06,1616650
Project 0282,2026-04-24,Qualified,0.35,2027-03-06,1616650
Project 0282,2026-03-24,Qualified,0.35,2027-03-06,1616650
Project 0283,2026-08-24,In Delivery,0.75,2025-07-13,171600
Project 0283,2026-07-24,In Delivery,0.75,2025-07-13,171600
Project 0283,2026-06-24,In Delivery,0.75,2025-07-13,171600
Project 0283,2026-05-24,In Delivery,0.75,2025-07-13,171600
Project 0283,2026-04-24,In Delivery,0.75,2025-07-13,171600
Project 0283,2026-03-24,In Delivery,0.75,2025-07-13,171600
Project 0284,2026-08-24,In Delivery,0.75,2025-05-17,91500
Project 0284,2026-07-24,In Delivery,0.75,2025-05-17,91500
Project 0284,2026-06-24,In Delivery,0.75,2025-05-17,91500
Project 0284,2026-05-24,In Delivery,0.75,2025-05-17,91500
Project 0284,2026-04-24,In Delivery,0.75,2025-05-17,91500
Project 0284,2026-03-24,In Delivery,0.75,2025-05-17,91500
Project 0285,2026-08-24,Closed Lost,0.0,2026-07-28,350550
Project 0285,2026-07-24,Closed Lost,0.0,2026-07-28,350550
Project 0285,2026-06-24,Closed Lost,0.0,2026-07-28,350550
Project 0285,2026-05-24,Closed Lost,0.0,2026-07-28,350550
Project 0285,2026-04-24,Closed Lost,0.0,2026-07-28,350550
Project 0285,2026-03-24,Closed Lost,0.0,2026-07-28,350550
Project 0286,2026-08-24,Closed Won,1.0,2026-05-29,578100
Project 0286,2026-07-24,Closed Won,1.0,2026-05-29,578100
Project 0286,2026-06-24,Closed Won,1.0,2026-05-29,578100
Project 0286,2026-05-24,Closed Won,1.0,2026-05-29,578100
Project 0286,2026-04-24,Closed Won,1.0,2026-05-29,578100
Project 0286,2026-03-24,Closed Won,1.0,2026-05-29,578100
Project 0287,2026-08-24,Closed Won,1.0,2026-04-03,482400
Project 0287,2026-07-24,Closed Won,1.0,2026-04-03,482400
Project 0287,2026-06-24,Closed Won,1.0,2026-04-03,482400
Project 0287,2026-05-24,Closed Won,1.0,2026-04-03,482400
Project 0287,2026-04-24,Closed Won,1.0,2026-04-03,482400
Project 0287,2026-03-24,Closed Won,1.0,2026-04-03,482400
Project 0288,2026-08-24,Prospect,0.15,2026-04-12,600000
Project 0288,2026-07-24,Prospect,0.15,2026-04-12,600000
Project 0288,2026-06-24,Prospect,0.15,2026-04-12,600000
Project 0288,2026-05-24,Prospect,0.15,2026-04-12,600000
Project 0288,2026-04-24,Prospect,0.15,2026-04-12,600000
Project 0288,2026-03-24,Prospect,0.15,2026-04-12,600000
Project 0289,2026-08-24,In Delivery,0.75,2025-07-13,393750
Project 0289,2026-07-24,In Delivery,0.75,2025-07-13,393750
Project 0289,2026-06-24,In Delivery,0.75,2025-07-13,393750
Project 0289,2026-05-24,In Delivery,0.75,2025-07-13,393750
Project 0289,2026-04-24,In Delivery,0.75,2025-07-13,393750
Project 0289,2026-03-24,In Delivery,0.75,2025-07-13,393750
Project 0290,2026-08-24,Qualified,0.35,2027-02-02,454800
Project 0290,2026-07-24,Qualified,0.35,2027-02-02,454800
Project 0290,2026-06-24,Qualified,0.35,2027-02-02,454800
Project 0290,2026-05-24,Qualified,0.35,2027-02-02,454800
Project 0290,2026-04-24,Qualified,0.35,2027-02-02,454800
Project 0290,2026-03-24,Qualified,0.35,2027-02-02,454800
Project 0291,2026-08-24,In Delivery,0.75,2025-08-15,86250
Project 0291,2026-07-24,In Delivery,0.75,2025-08-15,86250
Project 0291,2026-06-24,In Delivery,0.75,2025-08-15,86250
Project 0291,2026-05-24,In Delivery,0.75,2025-08-15,86250
Project 0291,2026-04-24,In Delivery,0.75,2025-08-15,86250
Project 0291,2026-03-24,In Delivery,0.75,2025-08-15,86250
Project 0292,2026-08-24,Qualified,0.35,2025-04-17,675800
Project 0292,2026-07-24,Qualified,0.35,2025-04-17,675800
Project 0292,2026-06-24,Qualified,0.35,2025-04-17,675800
Project 0292,2026-05-24,Qualified,0.35,2025-04-17,675800
Project 0292,2026-04-24,Qualified,0.35,2025-04-17,675800
Project 0292,2026-03-24,Qualified,0.35,2025-04-17,675800
Project 0293,2026-08-24,Prospect,0.15,2026-01-01,763000
Project 0293,2026-07-24,Prospect,0.15,2026-01-01,763000
Project 0293,2026-06-24,Prospect,0.15,2026-01-01,763000
Project 0293,2026-05-24,Prospect,0.15,2026-01-01,763000
Project 0293,2026-04-24,Prospect,0.15,2026-01-01,763000
Project 0293,2026-03-24,Prospect,0.15,2026-01-01,763000
Project 0294,2026-08-24,Qualified,0.35,2026-04-19,455000
Project 0294,2026-07-24,Qualified,0.35,2026-04-19,455000
Project 0294,2026-06-24,Qualified,0.35,2026-04-19,455000
Project 0294,2026-05-24,Qualified,0.35,2026-04-19,455000
Project 0294,2026-04-24,Qualified,0.35,2026-04-19,455000
Project 0294,2026-03-24,Qualified,0.35,2026-04-19,455000
Project 0295,2026-08-24,Qualified,0.35,2025-02-14,1595300
Project 0295,2026-07-24,Qualified,0.35,2025-02-14,1595300
Project 0295,2026-06-24,Qualified,0.35,2025-02-14,1595300
Project 0295,2026-05-24,Qualified,0.35,2025-02-14,1595300
Project 0295,2026-04-24,Qualified,0.35,2025-02-14,1595300
Project 0295,2026-03-24,Qualified,0.35,2025-02-14,1595300
Project 0296,2026-08-24,In Delivery,0.75,2026-01-13,1065300
Project 0296,2026-07-24,In Delivery,0.75,2026-01-13,1065300
Project 0296,2026-06-24,In Delivery,0.75,2026-01-13,1065300
Project 0296,2026-05-24,In Delivery,0.75,2026-01-13,1065300
Project 0296,2026-04-24,In Delivery,0.75,2026-01-13,1065300
Project 0296,2026-03-24,In Delivery,0.75,2026-01-13,1065300
Project 0297,2026-08-24,Qualified,0.35,2027-05-07,486500
Project 0297,2026-07-24,Qualified,0.35,2027-05-07,486500
Project 0297,2026-06-24,Qualified,0.35,2027-05-07,486500
Project 0297,2026-05-24,Qualified,0.35,2027-05-07,486500
Project 0297,2026-04-24,Qualified,0.35,2027-05-07,486500
Project 0297,2026-03-24,Qualified,0.35,2027-05-07,486500
Project 0298,2026-08-24,Qualified,0.35,2026-03-08,845600
Project 0298,2026-07-24,Qualified,0.35,2026-03-08,845600
Project 0298,2026-06-24,Qualified,0.35,2026-03-08,845600
Project 0298,2026-05-24,Qualified,0.35,2026-03-08,845600
Project 0298,2026-04-24,Qualified,0.35,2026-03-08,845600
Project 0298,2026-03-24,Qualified,0.35,2026-03-08,845600
Project 0299,2026-08-24,Closed Won,1.0,2025-10-09,829200
Project 0299,2026-07-24,Closed Won,1.0,2025-10-09,829200
Project 0299,2026-06-24,Closed Won,1.0,2025-10-09,829200
Project 0299,2026-05-24,Closed Won,1.0,2025-10-09,829200
Project 0299,2026-04-24,Closed Won,1.0,2025-10-09,829200
Project 0299,2026-03-24,Closed Won,1.0,2025-10-09,829200
Project 0300,2026-08-24,In Delivery,0.75,2025-12-04,106400
Project 0300,2026-07-24,In Delivery,0.75,2025-12-04,106400
Project 0300,2026-06-24,In Delivery,0.75,2025-12-04,106400
Project 0300,2026-05-24,In Delivery,0.75,2025-12-04,106400
Project 0300,2026-04-24,In Delivery,0.75,2025-12-04,106400
Project 0300,2026-03-24,In Delivery,0.75,2025-12-04,106400
Project 0301,2026-08-24,In Delivery,0.75,2025-09-13,892200
Project 0301,2026-07-24,In Delivery,0.75,2025-09-13,892200
Project 0301,2026-06-24,In Delivery,0.75,2025-09-13,892200
Project 0301,2026-05-24,In Delivery,0.75,2025-09-13,892200
Project 0301,2026-04-24,In Delivery,0.75,2025-09-13,892200
Project 0301,2026-03-24,In Delivery,0.75,2025-09-13,892200
Project 0302,2026-08-24,Qualified,0.35,2025-09-12,1764400
Project 0302,2026-07-24,Qualified,0.35,2025-09-12,1764400
Project 0302,2026-06-24,Qualified,0.35,2025-09-12,1764400
Project 0302,2026-05-24,Qualified,0.35,2025-09-12,1764400
Project 0302,2026-04-24,Qualified,0.35,2025-09-12,1764400
Project 0302,2026-03-24,Qualified,0.35,2025-09-12,1764400
Project 0303,2026-08-24,In Delivery,0.75,2026-07-12,536100
Project 0303,2026-07-24,In Delivery,0.75,2026-07-12,536100
Project 0303,2026-06-24,In Delivery,0.75,2026-07-12,536100
Project 0303,2026-05-24,In Delivery,0.75,2026-07-12,536100
Project 0303,2026-04-24,In Delivery,0.75,2026-07-12,536100
Project 0303,2026-03-24,In Delivery,0.75,2026-07-12,536100
Project 0304,2026-08-24,In Delivery,0.75,2025-05-20,947700
Project 0304,2026-07-24,In Delivery,0.75,2025-05-20,947700
Project 0304,2026-06-24,In Delivery,0.75,2025-05-20,947700
Project 0304,2026-05-24,In Delivery,0.75,2025-05-20,947700
Project 0304,2026-04-24,In Delivery,0.75,2025-05-20,947700
Project 0304,2026-03-24,In Delivery,0.75,2025-05-20,947700
Project 0305,2026-08-24,Closed Won,1.0,2025-05-18,130800
Project 0305,2026-07-24,Closed Won,1.0,2025-05-18,130800
Project 0305,2026-06-24,Closed Won,1.0,2025-05-18,130800
Project 0305,2026-05-24,Closed Won,1.0,2025-05-18,130800
Project 0305,2026-04-24,Closed Won,1.0,2025-05-18,130800
Project 0305,2026-03-24,Closed Won,1.0,2025-05-18,130800
Project 0306,2026-08-24,Closed Won,1.0,2026-05-01,104400
Project 0306,2026-07-24,Closed Won,1.0,2026-05-01,104400
Project 0306,2026-06-24,Closed Won,1.0,2026-05-01,104400
Project 0306,2026-05-24,Closed Won,1.0,2026-05-01,104400
Project 0306,2026-04-24,Closed Won,1.0,2026-05-01,104400
Project 0306,2026-03-24,Closed Won,1.0,2026-05-01,104400
Project 0307,2026-08-24,In Delivery,0.75,2026-01-22,1082800
Project 0307,2026-07-24,In Delivery,0.75,2026-01-22,1082800
Project 0307,2026-06-24,In Delivery,0.75,2026-01-22,1082800
Project 0307,2026-05-24,In Delivery,0.75,2026-01-22,1082800
Project 0307,2026-04-24,In Delivery,0.75,2026-01-22,1082800
Project 0307,2026-03-24,In Delivery,0.75,2026-01-22,1082800
Project 0308,2026-08-24,Qualified,0.35,2026-08-01,270150
Project 0308,2026-07-24,Qualified,0.35,2026-08-01,270150
Project 0308,2026-06-24,Qualified,0.35,2026-08-01,270150
Project 0308,2026-05-24,Qualified,0.35,2026-08-01,270150
Project 0308,2026-04-24,Qualified,0.35,2026-08-01,270150
Project 0308,2026-03-24,Qualified,0.35,2026-08-01,270150
Project 0309,2026-08-24,In Delivery,0.75,2026-12-28,385000
Project 0309,2026-07-24,In Delivery,0.75,2026-12-28,385000
Project 0309,2026-06-24,In Delivery,0.75,2026-12-28,385000
Project 0309,2026-05-24,In Delivery,0.75,2026-12-28,385000
Project 0309,2026-04-24,In Delivery,0.75,2026-12-28,385000
Project 0309,2026-03-24,In Delivery,0.75,2026-12-28,385000
Project 0310,2026-08-24,In Delivery,0.75,2027-03-15,1391100
Project 0310,2026-07-24,In Delivery,0.75,2027-03-15,1391100
Project 0310,2026-06-24,In Delivery,0.75,2027-03-15,1391100
Project 0310,2026-05-24,In Delivery,0.75,2027-03-15,1391100
Project 0310,2026-04-24,In Delivery,0.75,2027-03-15,1391100
Project 0310,2026-03-24,In Delivery,0.75,2027-03-15,1391100
Project 0311,2026-08-24,Qualified,0.35,2026-06-07,585000
Project 0311,2026-07-24,Qualified,0.35,2026-06-07,585000
Project 0311,2026-06-24,Qualified,0.35,2026-06-07,585000
Project 0311,2026-05-24,Qualified,0.35,2026-06-07,585000
Project 0311,2026-04-24,Qualified,0.35,2026-06-07,585000
Project 0311,2026-03-24,Qualified,0.35,2026-06-07,585000
Project 0312,2026-08-24,Closed Won,1.0,2026-10-30,83250
Project 0312,2026-07-24,Closed Won,1.0,2026-10-30,83250
Project 0312,2026-06-24,Closed Won,1.0,2026-10-30,83250
Project 0312,2026-05-24,Closed Won,1.0,2026-10-30,83250
Project 0312,2026-04-24,Closed Won,1.0,2026-10-30,83250
Project 0312,2026-03-24,Closed Won,1.0,2026-10-30,83250
Project 0313,2026-08-24,Qualified,0.35,2026-02-05,1106250
Project 0313,2026-07-24,Qualified,0.35,2026-02-05,1106250
Project 0313,2026-06-24,Qualified,0.35,2026-02-05,1106250
Project 0313,2026-05-24,Qualified,0.35,2026-02-05,1106250
Project 0313,2026-04-24,Qualified,0.35,2026-02-05,1106250
Project 0313,2026-03-24,Qualified,0.35,2026-02-05,1106250
Project 0314,2026-08-24,In Delivery,0.75,2026-11-28,327750
Project 0314,2026-07-24,In Delivery,0.75,2026-11-28,327750
Project 0314,2026-06-24,In Delivery,0.75,2026-11-28,327750
Project 0314,2026-05-24,In Delivery,0.75,2026-11-28,327750
Project 0314,2026-04-24,In Delivery,0.75,2026-11-28,327750
Project 0314,2026-03-24,In Delivery,0.75,2026-11-28,327750
Project 0315,2026-08-24,In Delivery,0.75,2026-03-24,533200
Project 0315,2026-07-24,In Delivery,0.75,2026-03-24,533200
Project 0315,2026-06-24,In Delivery,0.75,2026-03-24,533200
Project 0315,2026-05-24,In Delivery,0.75,2026-03-24,533200
Project 0315,2026-04-24,In Delivery,0.75,2026-03-24,533200
Project 0315,2026-03-24,In Delivery,0.75,2026-03-24,533200
Project 0316,2026-08-24,Prospect,0.15,2025-07-22,632800
Project 0316,2026-07-24,Prospect,0.15,2025-07-22,632800
Project 0316,2026-06-24,Prospect,0.15,2025-07-22,632800
Project 0316,2026-05-24,Prospect,0.15,2025-07-22,632800
Project 0316,2026-04-24,Prospect,0.15,2025-07-22,632800
Project 0316,2026-03-24,Prospect,0.15,2025-07-22,632800
Project 0317,2026-08-24,In Delivery,0.75,2025-02-08,1326900
Project 0317,2026-07-24,In Delivery,0.75,2025-02-08,1326900
Project 0317,2026-06-24,In Delivery,0.75,2025-02-08,1326900
Project 0317,2026-05-24,In Delivery,0.75,2025-02-08,1326900
Project 0317,2026-04-24,In Delivery,0.75,2025-02-08,1326900
Project 0317,2026-03-24,In Delivery,0.75,2025-02-08,1326900
Project 0318,2026-08-24,Qualified,0.35,2025-02-01,1077600
Project 0318,2026-07-24,Qualified,0.35,2025-02-01,1077600
Project 0318,2026-06-24,Qualified,0.35,2025-02-01,1077600
Project 0318,2026-05-24,Qualified,0.35,2025-02-01,1077600
Project 0318,2026-04-24,Qualified,0.35,2025-02-01,1077600
Project 0318,2026-03-24,Qualified,0.35,2025-02-01,1077600
Project 0319,2026-08-24,Prospect,0.15,2026-03-22,430600
Project 0319,2026-07-24,Prospect,0.15,2026-03-22,430600
Project 0319,2026-06-24,Prospect,0.15,2026-03-22,430600
Project 0319,2026-05-24,Prospect,0.15,2026-03-22,430600
Project 0319,2026-04-24,Prospect,0.15,2026-03-22,430600
Project 0319,2026-03-24,Prospect,0.15,2026-03-22,430600
Project 0320,2026-08-24,Prospect,0.15,2026-12-12,164000
Project 0320,2026-07-24,Prospect,0.15,2026-12-12,164000
Project 0320,2026-06-24,Prospect,0.15,2026-12-12,164000
Project 0320,2026-05-24,Prospect,0.15,2026-12-12,164000
Project 0320,2026-04-24,Prospect,0.15,2026-12-12,164000
Project 0320,2026-03-24,Prospect,0.15,2026-12-12,164000
Project 0321,2026-08-24,Qualified,0.35,2025-11-08,179700
Project 0321,2026-07-24,Qualified,0.35,2025-11-08,179700
Project 0321,2026-06-24,Qualified,0.35,2025-11-08,179700
Project 0321,2026-05-24,Qualified,0.35,2025-11-08,179700
Project 0321,2026-04-24,Qualified,0.35,2025-11-08,179700
Project 0321,2026-03-24,Qualified,0.35,2025-11-08,179700
Project 0322,2026-08-24,Qualified,0.35,2026-07-18,704400
Project 0322,2026-07-24,Qualified,0.35,2026-07-18,704400
Project 0322,2026-06-24,Qualified,0.35,2026-07-18,704400
Project 0322,2026-05-24,Qualified,0.35,2026-07-18,704400
Project 0322,2026-04-24,Qualified,0.35,2026-07-18,704400
Project 0322,2026-03-24,Qualified,0.35,2026-07-18,704400
Project 0323,2026-08-24,Closed Won,1.0,2025-01-20,512400
Project 0323,2026-07-24,Closed Won,1.0,2025-01-20,512400
Project 0323,2026-06-24,Closed Won,1.0,2025-01-20,512400
Project 0323,2026-05-24,Closed Won,1.0,2025-01-20,512400
Project 0323,2026-04-24,Closed Won,1.0,2025-01-20,512400
Project 0323,2026-03-24,Closed Won,1.0,2025-01-20,512400
Project 0324,2026-08-24,In Delivery,0.75,2026-03-11,1291600
Project 0324,2026-07-24,In Delivery,0.75,2026-03-11,1291600
Project 0324,2026-06-24,In Delivery,0.75,2026-03-11,1291600
Project 0324,2026-05-24,In Delivery,0.75,2026-03-11,1291600
Project 0324,2026-04-24,In Delivery,0.75,2026-03-11,1291600
Project 0324,2026-03-24,In Delivery,0.75,2026-03-11,1291600
Project 0325,2026-08-24,Prospect,0.15,2026-05-17,1872400
Project 0325,2026-07-24,Prospect,0.15,2026-05-17,1872400
Project 0325,2026-06-24,Prospect,0.15,2026-05-17,1872400
Project 0325,2026-05-24,Prospect,0.15,2026-05-17,1872400
Project 0325,2026-04-24,Prospect,0.15,2026-05-17,1872400
Project 0325,2026-03-24,Prospect,0.15,2026-05-17,1872400
Project 0326,2026-08-24,Closed Won,1.0,2027-05-11,165000
Project 0326,2026-07-24,Closed Won,1.0,2027-05-11,165000
Project 0326,2026-06-24,Closed Won,1.0,2027-05-11,165000
Project 0326,2026-05-24,Closed Won,1.0,2027-05-11,165000
Project 0326,2026-04-24,Closed Won,1.0,2027-05-11,165000
Project 0326,2026-03-24,Closed Won,1.0,2027-05-11,165000
Project 0327,2026-08-24,In Delivery,0.75,2026-10-10,904750
Project 0327,2026-07-24,In Delivery,0.75,2026-10-10,904750
Project 0327,2026-06-24,In Delivery,0.75,2026-10-10,904750
Project 0327,2026-05-24,In Delivery,0.75,2026-10-10,904750
