project_name,month,actual_hours,actual_revenue,actual_cost
Project 0073,2026-07-01,142.77,23977.26,16208.25
Project 0073,2026-08-01,135.25,20227.94,11483.35
Project 0074,2024-09-01,343.15,34830.96,20958.83
Project 0074,2024-10-01,244.96,39565.35,23181.34
Project 0074,2024-11-01,302.95,45967.07,33378.24
Project 0074,2024-12-01,272.59,40417.82,25039.64
Project 0074,2025-01-01,311.25,45171.16,33012.81
Project 0074,2025-02-01,302.88,43504.97,30764.56
Project 0074,2025-03-01,284.36,48707.77,29223.46
Project 0074,2025-04-01,303.67,43716.6,32692.9
Project 0074,2025-05-01,246.35,41398.82,30861.74
Project 0074,2025-06-01,260.38,47141.85,34456.97
Project 0074,2025-07-01,287.23,39565.53,28933.41
Project 0074,2025-08-01,254.91,42419.51,26461.77
Project 0074,2025-09-01,259.83,45311.65,30270.28
Project 0074,2025-10-01,282.74,44907.57,30931.26
Project 0074,2025-11-01,300.06,47753.78,29921.65
Project 0074,2025-12-01,317.9,38217.11,27744.49
Project 0074,2026-01-01,289.81,39324.41,24826.49
Project 0074,2026-02-01,267.15,42881.95,30636.67
Project 0074,2026-03-01,331.56,38886.65,25379.1
Project 0074,2026-04-01,260.56,43259.85,30152.31
Project 0074,2026-05-01,251.63,37275.0,24576.75
Project 0074,2026-06-01,243.06,45118.82,25441.56
Project 0074,2026-07-01,345.55,46525.59,27871.66
Project 0074,2026-08-01,296.15,43701.7,29565.91
Project 0075,2024-09-01,253.25,45755.36,32284.84
Project 0075,2024-10-01,320.28,40380.7,27490.63
Project 0075,2024-11-01,250.05,46623.56,25917.82
Project 0075,2024-12-01,378.72,35806.5,24814.45
Project 0075,2025-01-01,248.71,42147.96,30591.92
Project 0075,2025-02-01,334.21,45026.98,27818.85
Project 0075,2025-03-01,322.48,34240.58,23760.87
Project 0075,2025-04-01,329.91,34585.5,21002.85
Project 0075,2025-05-01,316.88,44322.0,25520.93
Project 0075,2025-06-01,296.97,40867.38,23951.19
Project 0075,2025-07-01,243.73,45444.91,27831.63
Project 0075,2025-08-01,255.49,33399.03,20354.01
Project 0075,2025-09-01,324.77,34004.67,19293.32
Project 0075,2025-10-01,249.49,43413.3,24392.28
Project 0075,2025-11-01,366.29,37653.0,25539.22
Project 0075,2025-12-01,261.79,44407.55,31832.44
Project 0075,2026-01-01,271.69,33334.38,22441.32
Project 0075,2026-02-01,378.41,38669.08,21502.63
Project 0075,2026-03-01,328.51,47727.63,31583.35
Project 0075,2026-04-01,280.03,34080.83,25047.11
Project 0075,2026-05-01,333.77,38363.9,28769.06
Project 0075,2026-06-01,321.93,37038.93,25530.47
Project 0075,2026-07-01,262.78,35608.36,22834.28
Project 0075,2026-08-01,341.05,38822.63,21892.15
Project 0076,2024-09-01,34.99,16820.0,11273.83
Project 0076,2024-10-01,37.38,14705.63,8531.96
Project 0076,2024-11-01,52.31,15893.32,9640.94
Project 0076,2024-12-01,41.75,14061.98,7938.12
Project 0076,2025-01-01,51.07,15276.5,9333.57
Project 0076,2025-02-01,36.21,16912.98,11540.71
Project 0076,2025-03-01,43.57,14114.97,9055.17
Project 0076,2025-04-01,48.9,13136.37,9120.78
Project 0076,2025-05-01,51.28,13258.81,8132.54
Project 0076,2025-06-01,37.11,15544.39,9073.89
Project 0076,2025-07-01,46.49,13431.24,9121.19
Project 0076,2025-08-01,36.25,13847.17,8650.7
Project 0076,2025-09-01,48.02,15356.85,8938.29
Project 0076,2025-10-01,49.64,11841.02,6764.46
Project 0076,2025-11-01,34.76,12225.99,7782.09
Project 0076,2025-12-01,47.36,14399.12,8772.13
Project 0076,2026-01-01,38.07,15468.66,11081.72
Project 0076,2026-02-01,46.29,14753.21,8733.24
Project 0076,2026-03-01,43.93,12183.45,8200.95
Project 0076,2026-04-01,53.56,12291.55,9170.51
Project 0076,2026-05-01,53.55,14616.95,8563.91
Project 0076,2026-06-01,35.49,11932.08,7964.69
Project 0076,2026-07-01,53.72,12119.08,7009.52
Project 0076,2026-08-01,51.02,13374.08,7940.83
Project 0077,2024-09-01,237.8,56082.71,33942.22
Project 0077,2024-10-01,199.22,55516.69,35982.0
Project 0077,2024-11-01,256.67,72120.77,43771.68
Project 0077,2024-12-01,220.12,58753.12,43817.25
Project 0077,2025-01-01,209.48,54517.38,37937.84
Project 0077,2025-02-01,189.42,72072.95,42917.71
Project 0077,2025-03-01,176.03,55699.6,37364.58
Project 0077,2025-04-01,233.84,65569.27,36998.42
Project 0077,2025-05-01,194.86,52229.43,31758.57
Project 0077,2025-06-01,189.79,68138.46,38077.03
Project 0077,2025-07-01,215.34,59432.1,38047.33
Project 0077,2025-08-01,183.69,69033.58,47687.6
Project 0077,2025-09-01,204.76,58189.17,42856.82
Project 0077,2025-10-01,237.82,56204.69,34005.27
Project 0077,2025-11-01,252.11,61941.75,44991.05
Project 0077,2025-12-01,231.82,69295.15,41560.69
Project 0077,2026-01-01,244.51,65359.25,36087.35
Project 0077,2026-02-01,257.77,60435.09,39156.95
Project 0077,2026-03-01,260.61,57599.88,33475.68
Project 0077,2026-04-01,242.27,55272.67,34295.98
Project 0077,2026-05-01,189.63,66507.73,39934.82
Project 0077,2026-06-01,268.67,54168.22,34184.53
Project 0077,2026-07-01,175.36,58173.07,33780.15
Project 0077,2026-08-01,180.76,60034.21,39151.18
Project 0078,2024-09-01,263.3,74626.47,50892.31
Project 0078,2024-10-01,206.55,74379.56,51721.52
Project 0078,2024-11-01,199.08,81511.16,59743.63
Project 0078,2024-12-01,188.81,63990.67,37592.6
Project 0078,2025-01-01,237.44,87000.42,61560.47
Project 0078,2025-02-01,234.33,68440.87,42546.81
Project 0078,2025-03-01,185.41,84777.69,50762.21
Project 0078,2025-04-01,272.92,66391.4,42723.45
Project 0078,2025-05-01,230.07,73243.38,54521.27
Project 0078,2025-06-01,256.94,85388.67,51924.49
Project 0078,2025-07-01,279.43,66734.44,42350.69
Project 0078,2025-08-01,232.31,69827.15,51223.07
Project 0078,2025-09-01,241.9,72776.33,51714.37
Project 0078,2025-10-01,207.48,73867.26,55319.57
Project 0078,2025-11-01,271.28,88283.17,60710.11
Project 0078,2025-12-01,278.59,70265.8,42518.63
Project 0078,2026-01-01,279.1,84041.99,56358.62
Project 0078,2026-02-01,265.86,84103.17,49505.78
Project 0078,2026-03-01,192.83,80423.71,52401.68
Project 0078,2026-04-01,226.6,66654.46,47764.35
Project 0078,2026-05-01,216.31,89116.28,58495.14
Project 0078,2026-06-01,282.88,76158.97,49177.12
Project 0078,2026-07-01,279.47,81272.74,50769.11
Project 0078,2026-08-01,279.02,86800.6,63896.75
Project 0079,2024-09-01,228.08,28467.96,20613.06
Project 0079,2024-10-01,249.28,29455.99,16896.27
Project 0079,2024-11-01,229.32,26082.73,17365.45
Project 0079,2024-12-01,246.9,29829.49,19479.16
Project 0079,2025-01-01,254.51,33092.72,21008.89
Project 0079,2025-02-01,200.55,30189.17,19702.89
Project 0079,2025-03-01,236.16,31995.41,19681.71
Project 0079,2025-04-01,193.54,33493.0,24546.62
Project 0079,2025-05-01,287.69,25685.91,16502.45
Project 0079,2025-06-01,212.82,30051.91,16589.08
Project 0079,2025-07-01,197.22,28516.34,19447.12
Project 0079,2025-08-01,266.99,29009.54,17155.75
Project 0079,2025-09-01,241.09,35481.92,20327.63
Project 0079,2025-10-01,207.55,29920.21,17651.04
Project 0079,2025-11-01,256.88,31095.44,22771.93
Project 0079,2025-12-01,288.06,31048.58,22924.0
Project 0079,2026-01-01,238.65,35090.2,20288.48
Project 0079,2026-02-01,254.31,27882.8,17687.48
Project 0079,2026-03-01,236.42,27090.93,14994.45
Project 0079,2026-04-01,193.42,33629.39,22727.51
Project 0079,2026-05-01,199.69,34287.76,22414.86
Project 0079,2026-06-01,213.26,34132.47,19885.01
Project 0079,2026-07-01,244.45,29207.15,19424.39
Project 0079,2026-08-01,234.15,26913.57,16246.55
Project 0080,2024-09-01,311.6,87816.15,63029.24
Project 0080,2024-10-01,373.96,76207.62,49688.29
Project 0080,2024-11-01,323.95,81637.57,57443.57
Project 0080,2024-12-01,333.33,76112.86,49742.47
Project 0080,2025-01-01,363.82,87529.76,54253.75
Project 0080,2025-02-01,361.26,82995.27,61101.44
Project 0080,2025-03-01,362.01,87799.08,54286.3
Project 0080,2025-04-01,351.11,86062.83,64293.58
Project 0080,2025-05-01,276.28,71124.12,40112.47
Project 0080,2025-06-01,406.08,82144.85,45211.41
Project 0080,2025-07-01,363.47,84552.16,58887.27
Project 0080,2025-08-01,388.14,74153.56,41447.49
Project 0080,2025-09-01,304.58,85384.91,55104.65
Project 0080,2025-10-01,305.23,87271.8,51232.17
Project 0080,2025-11-01,344.79,83303.93,54387.54
Project 0080,2025-12-01,269.52,71384.21,45118.66
Project 0080,2026-01-01,401.05,67166.82,37495.88
Project 0080,2026-02-01,272.14,76294.27,43419.74
Project 0080,2026-03-01,361.96,82673.71,46017.05
Project 0080,2026-04-01,276.15,64206.77,45111.66
Project 0080,2026-05-01,270.01,80587.9,52190.29
Project 0080,2026-06-01,395.46,84166.34,62014.37
Project 0080,2026-07-01,284.76,73368.41,43829.2
Project 0080,2026-08-01,410.94,85967.23,55300.89
Project 0081,2024-09-01,198.96,26391.72,16124.36
Project 0081,2024-10-01,213.98,25893.99,14323.19
Project 0081,2024-11-01,220.16,25925.21,14425.11
Project 0081,2024-12-01,186.56,24128.97,17507.04
Project 0081,2025-01-01,161.8,31072.37,20207.68
Project 0081,2025-02-01,219.0,26079.37,18107.19
Project 0081,2025-03-01,203.18,32070.32,24017.14
Project 0081,2025-04-01,240.32,33263.3,22119.23
Project 0081,2025-05-01,193.04,27335.46,15100.79
Project 0081,2025-06-01,225.4,25819.51,17317.82
Project 0081,2025-07-01,164.34,32615.86,18951.62
Project 0081,2025-08-01,192.51,31320.47,17967.58
Project 0081,2025-09-01,231.65,33431.0,21119.98
Project 0081,2025-10-01,221.91,31667.83,22420.67
Project 0081,2025-11-01,167.51,31584.91,21307.01
Project 0081,2025-12-01,163.74,23350.62,17064.54
Project 0081,2026-01-01,226.96,28655.08,20565.76
Project 0081,2026-02-01,239.15,32953.66,21309.89
Project 0081,2026-03-01,173.88,26703.58,16824.97
Project 0081,2026-04-01,210.86,27014.48,18453.64
Project 0081,2026-05-01,226.28,33246.39,22565.98
Project 0081,2026-06-01,162.93,26694.64,16220.33
Project 0081,2026-07-01,178.52,31108.65,21540.8
Project 0081,2026-08-01,175.47,29186.94,17580.02
Project 0082,2024-09-01,230.79,55055.99,38853.71
Project 0082,2024-10-01,247.41,59768.0,42701.54
Project 0082,2024-11-01,288.9,56369.37,33452.11
Project 0082,2024-12-01,225.63,59366.8,35964.01
Project 0082,2025-01-01,245.06,48804.03,28945.37
Project 0082,2025-02-01,291.68,49199.1,34948.55
Project 0082,2025-03-01,270.77,60042.53,44658.7
Project 0082,2025-04-01,209.7,56579.28,40875.25
Project 0082,2025-05-01,230.35,59932.77,38639.49
Project 0082,2025-06-01,285.24,53372.83,33022.11
Project 0082,2025-07-01,283.14,64301.47,43474.5
Project 0082,2025-08-01,225.65,56708.81,31397.83
Project 0082,2025-09-01,266.53,47759.82,30772.04
Project 0082,2025-10-01,214.35,48199.46,35646.75
Project 0082,2025-11-01,282.87,52499.71,32073.5
Project 0082,2025-12-01,188.44,55984.46,36634.83
Project 0082,2026-01-01,211.2,57839.22,38508.62
Project 0082,2026-02-01,259.37,58041.58,40935.61
Project 0082,2026-03-01,246.69,51395.55,38357.31
Project 0082,2026-04-01,287.65,63008.39,39520.58
Project 0082,2026-05-01,252.24,60807.43,34450.27
Project 0082,2026-06-01,258.32,61540.7,36295.69
Project 0082,2026-07-01,275.35,46812.19,26485.42
Project 0082,2026-08-01,231.75,47042.05,27141.36
Project 0083,2024-09-01,191.39,25337.92,16820.08
Project 0083,2024-10-01,196.56,25452.25,15798.68
Project 0083,2024-11-01,189.02,24415.17,14983.44
Project 0083,2024-12-01,219.95,23829.71,16879.61
Project 0083,2025-01-01,218.66,25844.81,18194.41
Project 0083,2025-02-01,150.87,24892.96,15495.53
Project 0083,2025-03-01,202.55,23943.54,14019.29
Project 0083,2025-04-01,179.88,20507.45,13608.04
Project 0083,2025-05-01,231.23,24687.95,17282.02
Project 0083,2025-06-01,191.37,24777.85,15559.38
Project 0083,2025-07-01,203.95,21212.1,12193.72
Project 0083,2025-08-01,208.18,22691.38,14472.15
Project 0083,2025-09-01,203.28,25650.73,15236.53
Project 0083,2025-10-01,209.07,21897.21,13460.78
Project 0083,2025-11-01,201.14,18732.73,13854.24
Project 0083,2025-12-01,228.96,21943.59,15733.66
Project 0083,2026-01-01,211.89,19269.45,12276.44
Project 0083,2026-02-01,210.06,20083.86,14029.22
Project 0083,2026-03-01,229.68,19526.71,13673.18
Project 0083,2026-04-01,178.18,25493.98,18811.17
Project 0083,2026-05-01,155.5,21020.52,14768.89
Project 0083,2026-06-01,202.39,23673.52,15339.94
Project 0083,2026-07-01,204.69,18356.74,11626.55
Project 0083,2026-08-01,187.86,22538.65,16750.98
Project 0084,2024-09-01,168.87,58088.58,42826.93
Project 0084,2024-10-01,119.06,57837.12,32207.08
Project 0084,2024-11-01,137.1,60063.1,39994.57
Project 0084,2024-12-01,136.5,50011.32,32553.78
Project 0084,2025-01-01,159.88,65555.34,48329.34
Project 0084,2025-02-01,132.3,65229.91,39936.28
Project 0084,2025-03-01,176.81,61423.01,40161.15
Project 0084,2025-04-01,119.02,65910.25,40199.88
Project 0084,2025-05-01,149.95,58471.56,33522.95
Project 0084,2025-06-01,119.96,53338.25,36192.63
Project 0084,2025-07-01,178.03,63890.43,44078.57
Project 0084,2025-08-01,152.84,55307.82,31933.84
Project 0084,2025-09-01,130.93,52800.15,37711.98
Project 0084,2025-10-01,154.52,64332.88,44746.91
Project 0084,2025-11-01,159.36,48386.91,33413.98
Project 0084,2025-12-01,134.68,55046.46,39934.83
Project 0084,2026-01-01,179.04,60878.6,43447.87
Project 0084,2026-02-01,131.23,65852.93,37361.63
Project 0084,2026-03-01,126.96,52719.45,34511.53
Project 0084,2026-04-01,157.31,58669.9,35310.36
Project 0084,2026-05-01,119.67,64213.68,39786.97
Project 0084,2026-06-01,170.06,60397.86,38245.36
Project 0084,2026-07-01,160.0,46285.24,26040.95
Project 0084,2026-08-01,162.18,48113.35,29469.32
Project 0085,2024-09-01,68.07,11922.85,8891.06
Project 0085,2024-10-01,65.93,14717.85,8876.33
Project 0085,2024-11-01,61.44,11717.16,7691.72
Project 0085,2024-12-01,68.13,13094.56,8270.51
Project 0085,2025-01-01,67.94,11303.81,6988.25
Project 0085,2025-02-01,73.81,12799.11,8660.68
Project 0085,2025-03-01,70.18,12441.01,7551.33
Project 0085,2025-04-01,72.28,10457.07,6279.61
Project 0085,2025-05-01,75.99,13375.66,9806.84
Project 0085,2025-06-01,53.58,14684.72,10985.27
Project 0085,2025-07-01,72.84,13439.33,7432.52
Project 0085,2025-08-01,57.69,14246.1,10221.09
Project 0085,2025-09-01,72.92,10417.78,6635.72
Project 0085,2025-10-01,56.53,11256.2,7181.74
Project 0085,2025-11-01,68.06,10905.53,7361.71
Project 0085,2025-12-01,73.91,14092.87,7934.85
Project 0085,2026-01-01,62.02,11739.07,8604.81
Project 0085,2026-02-01,64.52,14275.75,8054.82
Project 0085,2026-03-01,80.29,14394.92,10378.01
Project 0085,2026-04-01,67.87,14172.98,8298.09
Project 0085,2026-05-01,68.31,12508.9,8105.6
Project 0085,2026-06-01,61.1,12786.33,7969.06
Project 0085,2026-07-01,57.25,12312.88,7893.45
Project 0085,2026-08-01,78.46,14016.3,8862.68
Project 0086,2024-09-01,85.79,14164.24,9700.9
Project 0086,2024-10-01,105.6,13587.46,9847.3
Project 0086,2024-11-01,85.19,13876.49,8263.43
Project 0086,2024-12-01,104.59,13946.12,10070.13
Project 0086,2025-01-01,117.35,14282.07,9195.72
Project 0086,2025-02-01,105.64,13764.48,8701.69
Project 0086,2025-03-01,96.22,14264.12,10387.29
Project 0086,2025-04-01,91.27,13226.25,7529.84
Project 0086,2025-05-01,104.51,11611.79,6822.19
Project 0086,2025-06-01,109.19,11653.33,7994.14
Project 0086,2025-07-01,106.35,11977.09,8368.7
Project 0086,2025-08-01,116.27,16522.82,9896.64
Project 0086,2025-09-01,112.94,15162.95,8981.93
Project 0086,2025-10-01,104.73,15842.54,11761.43
Project 0086,2025-11-01,115.18,15195.01,10570.72
Project 0086,2025-12-01,108.48,13958.63,10053.58
Project 0086,2026-01-01,127.33,14983.03,10910.12
Project 0086,2026-02-01,117.86,16475.76,10716.83
Project 0086,2026-03-01,118.1,12383.96,7533.35
Project 0086,2026-04-01,95.64,12973.03,9405.76
Project 0086,2026-05-01,114.52,15927.65,10266.91
Project 0086,2026-06-01,113.38,14938.51,9458.27
Project 0086,2026-07-01,102.59,13461.33,8989.83
Project 0086,2026-08-01,105.9,14815.05,11018.52
Project 0087,2024-09-01,150.85,19015.87,12052.54
Project 0087,2024-10-01,152.14,18478.79,11174.9
Project 0087,2024-11-01,150.08,22403.97,15576.06
Project 0087,2024-12-01,135.22,22435.24,15704.94
Project 0087,2025-01-01,186.24,19139.32,14091.98
Project 0087,2025-02-01,192.5,20930.64,14831.49
Project 0087,2025-03-01,173.81,25745.6,15373.44
Project 0087,2025-04-01,139.14,25521.6,15124.41
Project 0087,2025-05-01,147.77,20518.3,13396.31
Project 0087,2025-06-01,192.51,24068.54,13663.41
Project 0087,2025-07-01,192.16,26001.87,14581.85
Project 0087,2025-08-01,184.38,21234.6,14276.35
Project 0087,2025-09-01,177.61,24595.28,15971.04
Project 0087,2025-10-01,167.91,18673.78,10451.96
Project 0087,2025-11-01,183.46,23187.94,15466.32
Project 0087,2025-12-01,158.68,26344.16,18434.74
Project 0087,2026-01-01,197.2,23697.43,16413.88
Project 0087,2026-02-01,194.62,19659.36,13438.26
Project 0087,2026-03-01,173.18,18819.19,13674.48
Project 0087,2026-04-01,151.35,22973.8,16407.47
Project 0087,2026-05-01,165.03,24622.71,14302.65
Project 0087,2026-06-01,179.0,20357.18,14478.36
Project 0087,2026-07-01,152.35,20584.12,11640.86
Project 0087,2026-08-01,126.14,24068.58,13461.75
Project 0088,2024-09-01,90.06,9041.15,5727.36
Project 0088,2024-10-01,100.12,10198.71,6002.56
Project 0088,2024-11-01,101.16,10561.22,6710.83
Project 0088,2024-12-01,68.82,11213.93,7939.84
Project 0088,2025-01-01,95.9,10693.05,6423.95
Project 0088,2025-02-01,95.37,10691.95,7963.1
Project 0088,2025-03-01,96.35,9259.4,5649.51
Project 0088,2025-04-01,76.71,11198.33,7533.0
Project 0088,2025-05-01,78.34,10420.81,5810.52
Project 0088,2025-06-01,100.28,9604.2,7199.84
Project 0088,2025-07-01,76.58,12105.5,7632.38
Project 0088,2025-08-01,102.22,11943.56,7656.95
Project 0088,2025-09-01,102.46,12298.95,8912.99
Project 0088,2025-10-01,66.1,9920.79,6432.8
Project 0088,2025-11-01,73.37,11121.81,6750.22
Project 0088,2025-12-01,83.49,12044.82,7389.15
Project 0088,2026-01-01,90.34,11482.13,8082.03
Project 0088,2026-02-01,93.68,9642.69,6459.5
Project 0088,2026-03-01,95.03,9251.29,5797.01
Project 0088,2026-04-01,82.65,10328.34,6395.67
Project 0088,2026-05-01,96.18,10359.55,5955.72
Project 0088,2026-06-01,86.67,12855.93,7541.09
Project 0088,2026-07-01,88.04,9542.04,6456.14
Project 0088,2026-08-01,74.94,9233.35,6547.3
Project 0089,2024-09-01,178.19,41581.59,28343.36
Project 0089,2024-10-01,143.4,48433.07,26824.65
Project 0089,2024-11-01,129.46,55391.26,33894.38
Project 0089,2024-12-01,136.53,50831.16,33011.19
Project 0089,2025-01-01,151.88,55108.65,40769.13
Project 0089,2025-02-01,142.48,55788.07,35146.06
Project 0089,2025-03-01,162.53,48235.49,29296.27
Project 0089,2025-04-01,161.33,57955.84,36505.25
Project 0089,2025-05-01,146.75,52182.64,37235.4
Project 0089,2025-06-01,122.57,50808.62,29740.9
Project 0089,2025-07-01,158.2,56099.54,41517.51
Project 0089,2025-08-01,139.9,41987.51,24718.41
Project 0089,2025-09-01,145.88,50559.33,29397.96
Project 0089,2025-10-01,156.38,52142.44,31543.43
Project 0089,2025-11-01,170.71,49240.51,29103.82
Project 0089,2025-12-01,143.37,45913.3,32109.25
Project 0089,2026-01-01,145.44,55777.77,33986.75
Project 0089,2026-02-01,188.06,56534.93,38673.89
Project 0089,2026-03-01,164.84,58324.98,40634.55
Project 0089,2026-04-01,149.31,47618.17,27562.69
Project 0089,2026-05-01,183.38,55347.37,37342.19
Project 0089,2026-06-01,130.23,46816.77,28231.97
Project 0089,2026-07-01,161.67,45245.68,33436.9
Project 0089,2026-08-01,119.77,41557.5,27845.04
Project 0090,2024-09-01,325.49,16693.26,10273.87
Project 0090,2024-10-01,249.88,16730.14,9686.26
Project 0090,2024-11-01,237.35,18625.62,11825.9
Project 0090,2024-12-01,219.07,17842.47,9873.34
Project 0090,2025-01-01,302.66,18227.3,13459.56
Project 0090,2025-02-01,229.31,16011.56,8973.16
Project 0090,2025-03-01,293.64,17680.53,12696.57
Project 0090,2025-04-01,242.31,19282.46,12386.17
Project 0090,2025-05-01,256.96,20761.61,13489.77
Project 0090,2025-06-01,307.44,21074.84,14742.86
Project 0090,2025-07-01,267.85,16487.16,9339.46
Project 0090,2025-08-01,229.37,18787.99,13474.41
Project 0090,2025-09-01,282.56,20139.34,11645.24
Project 0090,2025-10-01,315.11,15014.16,10059.91
Project 0090,2025-11-01,254.12,19466.2,12689.95
Project 0090,2025-12-01,273.77,19701.64,13205.56
Project 0090,2026-01-01,243.16,19978.07,11251.37
Project 0090,2026-02-01,224.22,18302.73,12872.52
Project 0090,2026-03-01,325.63,19520.0,13232.85
Project 0090,2026-04-01,247.86,15284.52,10876.25
Project 0090,2026-05-01,302.96,15933.69,11250.01
Project 0090,2026-06-01,256.41,16992.41,11241.51
Project 0090,2026-07-01,244.24,20442.92,15092.02
Project 0090,2026-08-01,339.29,18739.87,10642.8
Project 0091,2024-09-01,325.0,27954.67,20209.86
Project 0091,2024-10-01,310.8,31650.2,22899.28
Project 0091,2024-11-01,293.13,26987.79,19449.99
Project 0091,2024-12-01,258.87,31102.02,22055.73
Project 0091,2025-01-01,221.13,30379.26,22538.82
Project 0091,2025-02-01,324.1,33349.82,23847.13
